conteudo,source
"Usuário teve questões revista e pontuação alterada em exercício avaliativo /Deferimento de recurso

Enviamos o problema reportado para a equipe responsável pela revisão do curso, no entanto, não temos como estimar um prazo para o retorno desta solicitação, pois dependemos do conteudista/parceiro que desenvolveu o curso. Você também poderá relatar possíveis inconsistências encontradas neste curso, como divergências nas questões e/ou gabarito, por meio da Avaliação de Satisfação com o Curso, localizada no Módulo de Encerramento. Banco de Respostas - CSE Caso tenha encontrado um problema nos exercícios avaliativos ou no conteúdo do curso, sugerimos relatar por meio da Avaliação de Satisfação com o Curso da seguinte forma: Exemplo: “Questão X do módulo X : Gabarito consta como letra X, porém o correto é a letra Y” e argumentar motivos que justiﬁquem a resposta correta. Se possível, informar fontes que justiﬁquem o seu argumento no próprio material do curso(de preferência) ou em fontes externas.",FAQ_EVG.csv
"Mensagem para fechar chamado que já foi resolvido / Usuário já emitiu o certiﬁcado e a situação já foi resolvida

A questão citada foi revisada e será reﬂetida nas próximas turmas do curso. Sua nota foi concedida na questão e seu certiﬁcado já pode ser impresso com a nova pontuação. Ficamos gratos pela sua colaboração. Em caso de outras dúvidas, acesse: https://www.escolavirtual.gov.br/perguntas-frequentes",FAQ_EVG.csv
"Mensagem para fechar chamado duplicado

Veriﬁcamos que você foi aprovado(a) neste curso e já emitiu o seu certiﬁcado. Dessa forma, iremos encerrar este chamado.",FAQ_EVG.csv
"Solicitação de relação de cursos por CPF - Portal Integra / Pedido de Extração de Dados( já existe no Emnumeros)

Informamos que esta solicitação está duplicada e será encerrada. A sua solicitação deverá ser acompanhada por meio do protocolo nº XXXX.",FAQ_EVG.csv
"Usuário (parceiro ou não) quer uma extração de dados especíﬁca(não existe no em numeros / Integra ou EnAPI.

20.4 Mensagem para fechar chamado duplicado N1 e N2 21.1 Solicitação de relação de cursos por CPF - Portal Integra / Pedido de Extração de Dados( já existe no Emnumeros) N2 |COSED Banco de Respostas - CSE Para saber quantos servidores da sua instituição ﬁzeram cursos na EVG, você pode acessar o painel https://emnumeros.escolavirtual.gov.br/indicadores/ utilizando os ﬁltros do lado direito. No portal https://emnumeros.escolavirtual.gov.br/ pode ser consultado de forma quantitativa as inscrições, sendo possível ﬁltrar por diversos campos. Existe ainda a opção de baixar todas as inscrições em formato csv e fazer as consultas e ﬁltros necessários em https://emnumeros.escolavirtual.gov.br/dados-abertos/ Nesse caso serão TODAS as inscrições ao longo do tempo, mas pode ser incluído um ﬁltro na planilha para sua organização. Caso queira saber quem fez algum curso por cpf, pode ser utilizado a https://api.enap.gov.br/consulta . Nesse caso, deve ser informada a lista de CPFs dos servidores da instituição. O portal Integra fornece a relação de cursos realizados a partir dos cpf's informados no site, https://integra.enap.gov.br/consulta/acoes_aprendizagem. Não é necessário cadastro nem autenticação. Em caso de outras dúvidas, acesse: https://www.escolavirtual.gov.br/perguntas-frequentes",FAQ_EVG.csv
"Usuário reclama de erros na plataforma ou no curso(bugs, falhas, vídeos que não carregam, mensagem de erro em algum componente, tela ou em algum vídeo Enviar para -> |COSED-EVG Banco de Respostas - CSE Olá! Realizamos vários testes em nossa plataforma e não identiﬁcamos o problema relatado. Informamos também que no momento possuímos diversos alunos realizando este curso e nenhum problema semelhante foi identiﬁcado. Nossos cursos rodam em qualquer navegador de internet, porém, recomendamos o uso do navegador Chrome, atualizado. Alguns vídeos da plataforma EV.G são gravados em alta resolução e, portanto, podem demorar um pouco mais para abrir. Em alguns casos, faz-se necessário clicar sobre o vídeo e em outros basta apenas clicar sobre o play para que o mesmo inicie. Caso esteja realizando o curso por meio de um computador institucional, sugerimos que solicite apoio da equipe de TI da sua instituição, pois o problema pode ser a internet do local ou o próprio equipamento utilizado. Em caso de utilização de um computador pessoal em ambiente pessoal, sugerimos que realize um teste acessando o nosso curso de outro computador e outra rede. Este pode ser um problema de cache do seu navegador. Para solucionar, você deve forçar a atualização da página usando os comandos Ctrl+r ou Ctrl+f5. Se após atualização da página o problema ainda persistir, por gentileza, solicito que limpe o cache do seu navegador, conforme os passos abaixo: Para o navegador Chrome: 1. No computador, abra o Chrome. 2. No canto superior direito, clique em Mais . 3. Clique em Mais ferramentas Limpar dados de navegação. 22.2 Usuário reclama que vídeos não carregam, porém os vídeos estão carregando normalmente na plataforma.

Realizamos vários testes em nossa plataforma e não identiﬁcamos o problema relatado. Informamos também que no momento possuímos diversos alunos realizando este curso e nenhum problema semelhante foi identiﬁcado. Nossos cursos rodam em qualquer navegador de internet, porém, recomendamos o uso do navegador Chrome, atualizado. Alguns vídeos da plataforma EV.G são gravados em alta resolução e, portanto, podem demorar um pouco mais para abrir. Em alguns casos, faz-se necessário clicar sobre o vídeo e em outros basta apenas clicar sobre o play para que o mesmo inicie. Caso esteja realizando o curso por meio de um computador institucional, sugerimos que solicite apoio da equipe de TI da sua instituição, pois o problema pode ser a internet do local ou o próprio equipamento utilizado. Em caso de utilização de um computador pessoal em ambiente pessoal, sugerimos que realize um teste acessando o nosso curso de outro computador e outra rede. Este pode ser um problema de cache do seu navegador. Para solucionar, você deve forçar a atualização da página usando os comandos Ctrl+r ou Ctrl+f5. Se após atualização da página o problema ainda persistir, por gentileza, solicito que limpe o cache do seu navegador, conforme os passos abaixo: Para o navegador Chrome: 1. No computador, abra o Chrome. 2. No canto superior direito, clique em Mais . 3. Clique em Mais ferramentas Limpar dados de navegação. 22.2 Usuário reclama que vídeos não carregam, porém os vídeos estão carregando normalmente na plataforma. N2 |COSED Banco de Respostas - CSE 4. Na parte superior da tela, escolha um intervalo de tempo. Para excluir tudo, selecione Todo o período. 5. Marque as caixas ao lado de ""Cookies e outros dados do site"" e ""Imagens e arquivos armazenados em cache"". 6. Clique em Limpar dados. Para maiores informações, consulte: https://support.google.com/accounts/answer/32050?hl=pt-BR&co=GENIE .Platform%3DDesktop Em outros navegadores: Se você usa o Safari, Firefox ou outro navegador, consulte o site de suporte dele para ver instruções. Em caso de novas dúvidas ou sugestões, favor entrar em contato por meio de nova mensagem , estamos à disposição.",FAQ_EVG.csv
"Problema de cache no navegador do usuário / Solicitar que o usuário limpe o cache

Nossos cursos rodam em qualquer navegador de internet, porém, recomendamos o uso do navegador Chrome. Este pode ser um problema de cache do seu navegador. Para solucionar, você deve forçar a atualização da página usando os comandos Ctrl+r ou Ctrl+f5. Se após atualização da página o problema ainda persistir, por gentileza, solicito que limpe o cache do seu navegador, conforme os passos abaixo: Para o navegador Chrome: 7. No computador, abra o Chrome. 8. No canto superior direito, clique em Mais . 22.3 Problema de cache no navegador do usuário / Solicitar que o usuário limpe o cache N2 |COSED Banco de Respostas - CSE 9. Clique em Mais ferramentas Limpar dados de navegação. 10. Na parte superior da tela, escolha um intervalo de tempo. Para excluir tudo, selecione Todo o período. 11. Marque as caixas ao lado de ""Cookies e outros dados do site"" e ""Imagens e arquivos armazenados em cache"". 12. Clique em Limpar dados. Para maiores informações, consulte: https://support.google.com/accounts/answer/32050?hl=pt-BR&co=GENIE .Platform%3DDesktop Em outros navegadores: Se você usa o Safari, Firefox ou outro navegador, consulte o site de suporte dele para ver instruções. Em caso de novas dúvidas ou sugestões, favor entrar em contato por meio de nova mensagem , estamos à disposição.",FAQ_EVG.csv
"Erro/problema relatado pelo usuário, porém, não foi possível simular.

Realizamos vários testes em nossa plataforma e não identiﬁcamos o problema relatado. Informamos também que no momento possuímos diversos alunos realizando este curso e nenhum problema semelhante foi identiﬁcado. Nossos cursos rodam em qualquer navegador de internet, porém, recomendamos o uso do navegador Chrome. 1. Limpeza do Cache do navegador: Este pode ser um problema de cache do seu navegador. Para solucionar, você deve forçar a atualização da página usando os comandos Ctrl+r ou Ctrl+f5. 22.4 Erro/problema relatado pelo usuário, porém, não foi possível simular. N2 |COSED Banco de Respostas - CSE Se após atualização da página o problema ainda persistir, por gentileza, solicito que limpe o cache do seu navegador, conforme os passos abaixo: 1.1. Para o navegador Chrome: 13. No computador, abra o Chrome. 14. No canto superior direito, clique em Mais . 15. Clique em Mais ferramentas Limpar dados de navegação. 16. Na parte superior da tela, escolha um intervalo de tempo. Para excluir tudo, selecione Todo o período. 17. Marque as caixas ao lado de ""Cookies e outros dados do site"" e ""Imagens e arquivos armazenados em cache"". 18. Clique em Limpar dados. Para maiores informações, consulte: https://support.google.com/accounts/answer/32050?hl=pt-BR&co=GENIE .Platform%3DDesktop 1.2. Em outros navegadores: Se você usa o Safari, Firefox ou outro navegador, consulte o site de suporte dele para ver instruções. 2. Caso o problema ainda persista: Caso esteja realizando o curso por meio de um computador institucional, sugerimos que solicite apoio da equipe de TI da sua instituição, pois o problema pode ser a internet do local ou o próprio equipamento utilizado. Em caso de utilização de um computador pessoal em ambiente pessoal, sugerimos que realize um teste acessando o nosso curso de outro computador e outra rede. Em caso de outras dúvidas, acesse: https://www.escolavirtual.gov.br/perguntas-frequentes",FAQ_EVG.csv
"Informar/Comunicar ao usuário sobre solução/correção de problema técnico na plataforma

Informamos que o erro apresentado foi resolvido. Desde já pedimos desculpas pelos transtornos e desejamos bons estudos!",FAQ_EVG.csv
"Usuário não identiﬁcado(não informou CPF e/ou e-mail não encontrado)

Infelizmente não conseguimos identiﬁcar o seu usuário em nossa base de dados. Por gentileza, solicito que abra um novo chamado informando o seu CPF, seu nome completo, o nome do curso e o relato do problema. O e-mail informado ""xxx@gmail.com"" não consta na nossa base de dados, por isso não conseguimos identiﬁcar a sua matricula. Aguardamos o seu contato com as informações solicitadas. 22.5 Informar/Comunicar ao usuário sobre solução/correção de problema técnico na plataforma N2 |COSED 23.1 Usuário não identiﬁcado(não informou CPF e/ou e-mail não encontrado) N2 |COSED Banco de Respostas - CSE",FAQ_EVG.csv
"Não foi possível identiﬁcar usuário e curso na EV.G e também não foi possível identiﬁcar usuário e curso na Vitrine SUAP

Infelizmente não conseguimos identiﬁcar o usuário e o curso ao qual se refere. Se o curso ao qual se refere foi realizado na plataforma EV.G(de forma totalmente EAD, sem encontros ao vivo), por gentileza, solicito que abra um novo chamado informando o seu CPF, seu nome completo e, se possível, nos envie o link do curso. O e-mail informado ""xxx@gmail.com"" não consta em nossa base de dados dos cursos da EV.G, por isso não conseguimos identiﬁcar a sua matrícula. Se o curso ao qual se refere foi realizado de forma remota e ao vivo, você receberá em seu e-mail todas as instruções, conﬁrmação das aulas e links de avaliações. O e-mail será enviado pela equipe organizadora do curso. Você também pode tentar contato através do e-mail “maissobreocurso@enap.gov.br” Veriﬁque o recebimento dos e-mails em sua caixa de entrada ou na pasta Spam",FAQ_EVG.csv
"Usuário identiﬁcado na EV.G ou no SUAP, porém, não foi possível identiﬁcar o curso ao qual se refere

23.2 Não foi possível identiﬁcar usuário e curso na EV.G e também não foi possível identiﬁcar usuário e curso na Vitrine SUAP N2 |COSED 23.3 Usuário identiﬁcado na EV.G ou no SUAP, porém, não foi possível identiﬁcar o curso ao qual se refere N2 |COSED Banco de Respostas - CSE Não conseguimos identiﬁcar o curso citado. Se o curso ao qual se refere é um curso da plataforma EV.G(de forma totalmente EAD, sem encontros ao vivo), por gentileza, solicito que abra um novo chamado informando o seu CPF, seu nome completo e, se possível, nos envie o link do curso. Se o curso ao qual se refere for realizado de forma remota e ao vivo, você receberá em seu e-mail todas as instruções, conﬁrmação das aulas e links de avaliações. O e-mail será enviado pela equipe organizadora do curso. Você também pode tentar contato através do e-mail “maissobreocurso@enap.gov.br” Veriﬁque o recebimento dos e-mails em sua caixa de entrada ou na pasta Spam.",FAQ_EVG.csv
"Usuário não informa o Módulo, o nº da Questão ou não detalha o seu recurso contra a questão/gabarito

Infelizmente não conseguimos identiﬁcar qual questão que deseja confrontar o gabarito. Por gentileza, solicito que abra um novo chamado informando o seu CPF, seu nome completo, o nome do curso, o módulo e o número da questão Exemplo: Questão 1 do módulo 1 do Curso ""X"": Gabarito consta como letra E, porém o correto é a letra D e argumentar motivos que justiﬁquem a resposta correta. Se possível, informar fontes que justiﬁquem o seu argumento no próprio material do curso(de preferência) ou em fontes externas. 23.4 Usuário não informa o Módulo, o nº da Questão ou não detalha o seu recurso contra a questão/gabarito N1 Banco de Respostas - CSE Aguardamos o seu contato com as informações solicitadas.",FAQ_EVG.csv
"Não foi possível identiﬁcar a dúvida do usuário. Texto confuso

Infelizmente não conseguimos identiﬁcar a sua dúvida. Por gentileza, solicito que abra um novo chamado informando o seu CPF, seu nome completo, o nome do curso e o problema encontrado ou a sua dúvida de forma detalhada. Aguardamos o seu contato com as informações solicitadas.",FAQ_EVG.csv
"Usuário cursou oferta de curso em outro idioma e o curso na versão em português compõe uma certiﬁcação avançada/trilha

Identiﬁcamos que você realizou o curso Inteligência Emocional ofertado no idioma espanhol, no entanto, apenas o curso ofertado no idioma português será contabilizado para esta trilha, conforme link abaixo: https://www.escolavirtual.gov.br/curso/318. O curso possui o mesmo conteúdo, ofertado em língua portuguesa. 23.5 Não foi possível identiﬁcar a dúvida do usuário. Texto confuso N1 24.1 Usuário cursou oferta de curso em outro idioma e o curso na versão em português compõe uma certiﬁcação avançada/trilha N1 | COSED Banco de Respostas - CSE Será necessário que você conclua o mesmo para que o certiﬁcado da trilha em [ Gestão Ágil para Transformação Digital] ﬁque disponível. Em caso de novas dúvidas, favor entrar em contato por meio de nova mensagem.",FAQ_EVG.csv
"Usuário cursou oferta de curso em outro idioma e deseja certiﬁcado do curso em português

Identiﬁcamos que você realizou o curso Inteligencia Emocional ofertado no idioma espanhol, portanto, o certiﬁcado é emitido no mesmo idioma. Possuímos o mesmo curso no idioma português, conforme link abaixo: https://www.escolavirtual.gov.br/curso/318. Em caso de novas dúvidas, favor entrar em contato por meio de nova mensagem.",FAQ_EVG.csv
"Usuário solicita informações sobre cursos remotos(ao vivo da Vitrine SUAP)

Para os cursos remotos com aulas ao vivo, híbridos ou presenciais, toda comunicação será realizada pela equipe organizadora do curso. Você receberá em seu e-mail o resultado da sua inscrição, bem como todas as instruções sobre o curso, conﬁrmação das aulas e envio do link de acesso. Para maiores informações sobre a sua situação neste curso, gentileza entrar em contato com o setor responsável pela realização deste curso através do e-mail “ maissobreocurso@enap.gov.br ” Banco de Respostas - CSE Veriﬁque o recebimento dos e-mails em sua caixa de entrada ou na pasta Spam",FAQ_EVG.csv
"Usuário solicita informações sobre um Evento Presencial, HÍbrido ou remoto

Informamos que este canal é exclusivo para dúvidas técnicas dos cursos EAD oferecidos pela EV.G. Para informações sobre o seu certiﬁcado de participação no evento ""Semana de Inovação"", gentileza entrar em contato com o setor responsável pela realização do evento através do e-mail “gnova@enap.gov.br” com cópia para maissobreocurso@enap.gov.br Veriﬁque o recebimento dos e-mails em sua caixa de entrada ou na pasta Spam",FAQ_EVG.csv
"Usuário informa já possuir cadastro na EV.G, mas não consegue se inscrever em um curso remoto da Vitrine SUAP(não possui cadastro no SUAP)

Informamos que o curso ao qual deseja se inscrever é um curso híbrido/remoto, com aulas online e ao vivo. 25.2 Usuário solicita informações sobre um Evento Presencial, HÍbrido ou remoto N2 | COSED 25.3 Usuário informa já possuir cadastro na EV.G, mas não consegue se inscrever em um curso remoto da Vitrine SUAP(não possui cadastro no SUAP) N2 | COSED Banco de Respostas - CSE Para estes cursos é necessário efetuar o seu cadastro no sistema SUAP da ENAP, pois o seu cadastro realizado na EV.G é utilizado apenas para os cursos totalmente EAD, sem interação ao vivo. Por gentileza, peço que entre no link do curso remoto desejado e clique na opção “Inscreva-se”. Após isso, cliquei na opção “ Ainda não sou usuário e desejo ME CADASTRAR ”, na janela pop-up que se abrirá, e prossiga com o seu cadastro. Em caso de outras dúvidas, acesse: https://www.escolavirtual.gov.br/perguntas-frequentes",FAQ_EVG.csv
"Usuário informa já possuir cadastro na EV.G, mas não consegue se inscrever em um curso remoto da Vitrine SUAP (e-mail do SUAP diferente da EV.G)

Informamos que o curso ao qual deseja se inscrever é um curso remoto com aulas online e ao vivo. Para estes cursos é necessário o cadastro no sistema SUAP da ENAP, pois o seu cadastro realizado na EV.G é utilizado apenas para os cursos totalmente EAD, sem interação ao vivo. Identiﬁcamos que você possuía o seguinte e-mail ""ana.sivek@planejamento.gov.br"" cadastrado no SUAP e mudamos para "" ana.sivek@gestao.gov.br ""(mesmo e-mail cadastrado na EV.G) Por gentileza, peço que entre no link do curso remoto desejado e clique na opção “Inscreva-se”. Após isso, clique na opção de recuperar a sua senha na janela pop-up que se abrirá, e prossiga com a recuperação da senha. Em caso de outras dúvidas, acesse: https://www.escolavirtual.gov.br/perguntas-frequentes",FAQ_EVG.csv
"Nos casos em que o usuário solicita informações, são as mensagens abaixo: Olá! Por gentileza entrar no link abaixo: https://mba.enap.gov.br/auth/su2/index.php Usuário: “seu_e-mail@gmail.com.br” Senha: CPF(apenas números) Em caso de outras dúvidas, acesse: https://www.escolavirtual.gov.br/perguntas-frequentes 26.1 Acesso ao Ambiente MBA

Por gentileza entrar no link abaixo: https://mba.enap.gov.br/auth/su2/index.php Usuário: “seu_e-mail@gmail.com.br” Senha: CPF(apenas números) Em caso de outras dúvidas, acesse: https://www.escolavirtual.gov.br/perguntas-frequentes 26.1 Acesso ao Ambiente MBA N1 Banco de Respostas - CSE",FAQ_EVG.csv
"Usuário informa problemas na inscrição para o MBA(processo seletivo)

Para informações sobre os nossos cursos de pós graduação, acesse o link: https://www.enap.gov.br/index.php/pt/cursos/pos-graduacao/especializacao . Para maiores esclarecimentos, informações e qualquer diﬁculdade no processo seletivo do MBA, por gentileza enviar mensagem eletrônica para selecaomba@enap.gov.br.",FAQ_EVG.csv
"Informações diversas sobre o MBA

Por gentileza, entrar em contato com a coordenação do curso pelo e-mail: cgmba@enap.gov.br . Você também pode entrar em contato com a coordenação do MBA através da opção “Atendimento ao Estudante” - > ""Fale com a coordenação"", no seu ambiente virtual(canto superior esquerdo da tela principal do AVA).",FAQ_EVG.csv
"Usuário solicita suporte pedagógico ao moodle MBA

Para esta solicitação você deve entrar em contato com a coordenação do MBA através da opção “Atendimento ao Estudante” - > ""Fale com a coordenação"", no seu ambiente virtual(canto superior esquerdo da tela principal do AVA).",FAQ_EVG.csv
"Recuperar senha - Moodle EAD - MBA

Identiﬁcamos o seu cadastro com o seguinte e-mail: “xx@gmail.com ” Por gentileza, peço que tente recuperar a sua senha utilizando o e-mail cadastrado. 1 - Clique no link abaixo: https://mba.enap.gov.br/auth/su2/index.php 2 - Escolha a opção ""Esqueceu seu nome de usuário ou senha? 3- Informe seu CPF 4 - Clique no seu e-mail cadastrado e depois no botão “Solicitar nova senha” Um email de recuperação de senha será enviado. Veriﬁque seu email para mais informações. O token de recuperação da senha tem um prazo de expiração. 26.4 Usuário solicita suporte pedagógico ao moodle MBA N1 26.5 Recuperar senha - Moodle EAD - MBA N1 Banco de Respostas - CSE Caso não receba a redeﬁnição de senha, veriﬁque se a mensagem entrou na caixa de spam ou lixo eletrônico. Em caso de outras dúvidas, acesse: https://www.escolavirtual.gov.br/perguntas-frequentes",FAQ_EVG.csv
"Informações sobre Mestrado/ Doutorado da ENAP

Este suporte é exclusivo para cursos auto instrucionais da EV.G. Para esta solicitação você deve entrar em contato com a coordenação do Mestrado/Doutorado da ENAP , enviando um e-mail para: mestrado@enap.gov.br / doutorado@enap.gov.br",FAQ_EVG.csv
"Informações sobre o curso de formação do concurso para o cargo de Analista de Planejamento e Orçamento(APO)

Para dúvidas e informações sobre o curso de formação do concurso para o cargo de Analista de Planejamento e Orçamento (APO) , entre em contato pelo e-mail: apo@enap.gov.br ou cgint@enap.gov.br . 26.6 Informações sobre Mestrado/ Doutorado da ENAP N1 26.7 Informações sobre o curso de formação do concurso para o cargo de Analista de Planejamento e Orçamento(APO) N1 Banco de Respostas - CSE",FAQ_EVG.csv
"Usuário deseja ser voluntário na ENAP

Para manifestar o seu interesse no voluntário na ENAP, preencha o formulário no link abaixo: https://www.escolavirtual.gov.br/voluntariado/submissao Após o preenchimento, clique em “Salvar e Enviar”. Em caso de novas dúvidas ou sugestões, favor entrar em contato por meio de nova mensagem , estamos à disposição.",FAQ_EVG.csv
"Usuário deseja trabalhar na ENAP/ Usuário deseja ser um instrutor/professor na ENAP

A Enap abre inscrições periódicas para seleção de colaboradores com o objetivo de ampliar o quadro de professores e facilitadores. Buscamos proﬁssionais para atuarem em ações de desenvolvimento nas modalidades presencial, remota e híbrida. 27.1 Usuário deseja ser voluntário na ENAP N1 27.2 Usuário deseja trabalhar na ENAP/ Usuário deseja ser um instrutor/professor na ENAP N1 Banco de Respostas - CSE Para veriﬁcar se há algum processo seletivo ou edital aberto, favor acessar o link: https://enap.gov.br/pt/a-escola/trabalhe-conosco Caso não haja nenhum processo seletivo aberto e você tenha interesse em encaminhar seu currículo ou proposta, entre em contato conosco pelo e-mail: inovacao.educacao@enap.gov.br",FAQ_EVG.csv
"Disponibilizar Arquivos do curso “Aplicação do Power BI para Aprimoramento da Gestão”

Os arquivos citados pelo Professor são apenas ilustrativos, conforme ele informa no vídeo do item 1.2. Além dessa informação, ele cita que são arquivos ﬁctícios, que o próprio aluno pode criar e também informa onde extrair bases de dados nos sites do governo federal para que sejam elaboradas as relações BI. Dessa forma, a disponibilização dos arquivos solicitados não foi passada pelo professor. Estes foram apenas exemplos de bases utilizadas pelo professor para ilustrar ""de onde vêm os dados"". 28.1 Disponibilizar Arquivos do curso “Aplicação do Power BI para Aprimoramento da Gestão” N2 COSED Banco de Respostas - CSE Já os arquivos mencionados pelo professor, no tópico ""2.2 Funcionalidades do Power Query e Linguagem M"" há a indicação para download da pasta chamada ""Dados.zip"". Ao baixá-la em seu computador, você encontrará os quatro arquivos mencionados no vídeo.",FAQ_EVG.csv
"Funcionalidades do Power Query e Linguagem M"" há a indicação para download da pasta chamada ""Dados.zip"". Ao baixá-la em seu computador, você encontrará os quatro arquivos mencionados no vídeo. Atenciosamente, Olá! Conforme informado na lição 1 - Acessando o Sistema, você deverá entrar em contato com o responsável pelo cadastro do seu usuário no SEI da sua instituição. Os campos Usuário e senha deverão ser preenchidos conforme orientação do seu órgão/entidade, conforme informado na aula do link abaixo: https://cdn.evg.gov.br/seiusar/v1/licoes/modulo01licao01/index.html Atenciosamente Olá! O curso Boas Práticas de Manipulação em Serviços de Alimentação foi desenvolvido pela Enap, em parceria com Agência Nacional de Vigilância Sanitária e Universidade Federal de Santa Catarina, com o objetivo de capacitar, apoiar e auxiliar os manipuladores de alimentos a aperfeiçoarem o controle sobre 28.2 Curso “SEI! USAR” - Usuário solicita login como “aluno1” para acessar o SEI

Conforme informado na lição 1 - Acessando o Sistema, você deverá entrar em contato com o responsável pelo cadastro do seu usuário no SEI da sua instituição. Os campos Usuário e senha deverão ser preenchidos conforme orientação do seu órgão/entidade, conforme informado na aula do link abaixo: https://cdn.evg.gov.br/seiusar/v1/licoes/modulo01licao01/index.html",FAQ_EVG.csv
"Curso de Manipulação de alimentos - Anvisa

O curso Boas Práticas de Manipulação em Serviços de Alimentação foi desenvolvido pela Enap, em parceria com Agência Nacional de Vigilância Sanitária e Universidade Federal de Santa Catarina, com o objetivo de capacitar, apoiar e auxiliar os manipuladores de alimentos a aperfeiçoarem o controle sobre 28.2 Curso “SEI! USAR” - Usuário solicita login como “aluno1” para acessar o SEI N1 28.3 Curso de Manipulação de alimentos - Anvisa N1 Banco de Respostas - CSE requisitos na manipulação dos alimentos, reduzindo assim o risco de doenças associadas ao consumo de alimentos. Este curso pode ser utilizado para obter o alvará da Vigilância Sanitária para estabelecimentos que manipulam alimentos.. O curso tem como público alvo: funcionários de estabelecimentos que manipulam, preparam, armazenam ou expõem à venda alimentos preparados, tais como: restaurantes, cantinas, bares e lanchonetes. Os responsáveis desses estabelecimentos podem usar o curso para capacitação de seus funcionários. Donas de casa, empregados domésticos, cuidadores também podem melhorar suas práticas domésticas de preparo e armazenamento de alimentos realizando o curso. Inscrições podem ser feitas pelo site https://www.escolavirtual.gov.br/curso/287 Em caso de outras dúvidas, acesse: https://www.escolavirtual.gov.br/perguntas-frequentes",FAQ_EVG.csv
"Cursos baseados na nova lei de licitações e contratos - NLLC

Todos os cursos atualizados com a NLLC estão com o símbolo ""Conforme a NLLC"" na imagem do curso, na página de apresentação, do lado superior direito da tela. Para encontrar mais cursos baseados na nova lei de licitações e contratos siga os seguintes passos: 28.4 Cursos baseados na nova lei de licitações e contratos - NLLC N1 Banco de Respostas - CSE Para pesquisar por cursos EAD do portal EV.G, acesse o nosso catálogo, conforme os passos abaixo: 1. Acesse a nossa página de catálogo de cursos: https://www.escolavirtual.gov.br/catalogo 2. No ﬁltro de busca digite o nome do curso do seu interesse, por exemplo ""Nova Lei"". Além dos cursos da EV.G, a ENAP também oferece cursos remotos com aulas ao vivo . Para pesquisar por cursos remotos com interação ao vivo, siga os passos abaixo: 1. Acesse a nossa página de cursos remotos da Vitrine SUAP: https://suap.enap.gov.br/vitrine/ 2. Em Educação Executiva, no ﬁltro de busca, digite o nome do curso do seu interesse, por exemplo ""nova lei"", e escolha a modalidade “Remoto”. 3. Caso não encontre o curso pelo nome, utilize os demais ﬁltros de busca para reﬁnamento da pesquisa. Em caso de outras dúvidas, acesse: https://www.escolavirtual.gov.br/perguntas-frequentes",FAQ_EVG.csv
"Usuário envia arquivos para anexar a sua inscrição em algum curso, evento ou capacitação da ENAP

28.5 Usuário envia arquivos para anexar a sua inscrição em algum curso, evento ou capacitação da ENAP N1 Banco de Respostas - CSE Recebemos o seu arquivo, porém, informamos que este canal de atendimento não realiza inscrição ou matrícula em nenhum de nossos cursos. Se você está tentando se inscrever em alguma capacitação da ENAP que lhe foi exigida anexar estes arquivos, informamos que esta adição da documentação não é realizada por este canal de atendimento. Caso não esteja sabendo o caminho para inscrição/adição de documentos em sua inscrição, por favor, nos informe qual a capacitação que deseja se inscrever, peço que abra um novo chamado e nos explique toda a situação, nos envie o link do curso que deseja se inscrever, para que possamos tentar localizar quem são os responsáveis e qual o canal para receber a sua documentação, caso ela seja necessária.",FAQ_EVG.csv
"Acesso aos sistemas educacionais pelo GOV.BR/ Login GOV.BR

O processo de autenticação agora está totalmente integrado ao GOV.BR. Na página inicial, escolha a opção de acesso com o GOV.BR e prossiga com a autenticação informando seu CPF e senha. Caso você não possua cadastro no GOV.BR, o sistema dará a opção de efetuar o cadastro. Após logar com o GOV.BR, nosso ambiente de cursos reconhecerá o aluno pelo CPF informado. 29.1 Acesso aos sistemas educacionais pelo GOV.BR/ Login GOV.BR N1 Banco de Respostas - CSE Caso você não se recorde da sua senha no GOV.BR, por favor, efetue o procedimento para recuperação da sua senha. Em caso de outras dúvidas, acesse: https://www.escolavirtual.gov.br/perguntas-frequentes",FAQ_EVG.csv
"Usuario alega que não consegue acessar via GOV.BR/ Diﬁculdades no Castrado no GOV.BR/ Problemas no acesso GOV.BR/ Usuário GOV.BR/ Login GOV.BR

Caso esteja tendo diﬁculdades para logar com o GOV.R, gentileza efetue o login usando o seu e-mail cadastrado ou o seu CPF. Para login na EV.G, siga os passos: 1 - Acesse: https://www.escolavirtual.gov.br/login. 2 -Informe o endereço de e-mail cadastrado ou o CPF 3 - Informe sua senha. Caso não se recorde da senha, escolha a opção de recuperação de senha. Para login no portal do aluno ENAP, siga os seguintes passos: 1 - Acesse: https://www.enap.gov.br/pt/ 2 - Clique em ""Entrar"" 3 - Digite seu e-mail para acessar 4 - Clique em entrar e prossiga com os demais passos 29.2 Usuario alega que não consegue acessar via GOV.BR/ Diﬁculdades no Castrado no GOV.BR/ Problemas no acesso GOV.BR/ Usuário GOV.BR/ Login GOV.BR N1 Banco de Respostas - CSE Se você deseja suporte a sua conta no GOV.BR, por gentileza, siga as orientações contidas no seguinte link: https://www.gov.br/compras/pt-br/canais_atendimento/central-de-atendiment o Em caso de outras dúvidas, acesse: https://www.escolavirtual.gov.br/perguntas-frequentes",FAQ_EVG.csv
